Tätorternas landareal, folkmängd och invånare per km2 2005 och 2010

					2005				2010				Förändring
Tätorts-kod	Tätort	Kommun	Kommun-kod	Tätorts-gräns justerad 2005	Land-areal hektar	Folkmängd 2005-12-31	Täthet Inv/km2		Land-areal hektar	Folkmängd 2010-12-31	Täthet Inv/km2		Landareal hektar	Befolkning
